Ngày đăng,Năm SX,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu,Giá
2025-10-11,2002,Việt Nam,"Phố Long Biên 2, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Sedan,100000,Tự động,Đã sử dụng,Xăng,45000000
2025-10-11,2023,Đang cập nhật,"Phường Ngọc Lâm, Quận Long Biên, Hà Nội",SUV / Cross over,40000,Tự động,Đã sử dụng,Điện,760000000
2025-10-11,2020,Đang cập nhật,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Unknown,82000,Tự động,Đã sử dụng,Xăng,455000000
2025-10-11,2025,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,6000,Tự động,Đã sử dụng,Điện,710000000
2025-10-11,2020,Thái Lan,"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Sedan,70000,Số sàn,Đã sử dụng,Xăng,225000000
2025-10-11,2022,Việt Nam,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,43000,Tự động,Đã sử dụng,Dầu,968000000
2025-10-11,2016,Việt Nam,"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Sedan,8000,Số sàn,Đã sử dụng,Xăng,230000000
2025-10-11,2019,Việt Nam,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Hatchback,69999,Tự động,Đã sử dụng,Xăng,310000000
2025-10-11,2024,Việt Nam,"Phường Ngọc Lâm, Quận Long Biên, Hà Nội",SUV / Cross over,20000,Tự động,Đã sử dụng,Xăng,580000000
2025-10-11,2008,Đang cập nhật,"Xã Kim Chung, Huyện Đông Anh, Hà Nội",Minivan (MPV),250000,Số sàn,Đã sử dụng,Xăng,148000000
2025-10-11,2018,Việt Nam,"Phường Việt Hưng, Quận Long Biên, Hà Nội",SUV / Cross over,75686,Tự động,Đã sử dụng,Xăng,510000000
2025-10-11,2025,Thái Lan,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",SUV / Cross over,6000,Tự động,Đã sử dụng,Xăng,1065000000
2025-10-11,2023,Việt Nam,"QL3 Lộc Hà, Xã Mai Lâm, Huyện Đông Anh, Hà Nội",Minivan (MPV),30000,Số sàn,Đã sử dụng,Xăng,180000000
2025-10-11,2009,Việt Nam,"Phường Định Công, Quận Hoàng Mai, Hà Nội",SUV / Cross over,140000,Tự động,Đã sử dụng,Xăng,183000000
2025-10-11,2007,Việt Nam,"Phường Định Công, Quận Hoàng Mai, Hà Nội",Sedan,170000,Tự động,Đã sử dụng,Xăng,253000000
2025-10-11,2011,Việt Nam,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Hatchback,11,Tự động,Đã sử dụng,Xăng,188000000
2025-10-11,2025,Việt Nam,"Phường Thịnh Quang, Quận Đống Đa, Hà Nội",SUV / Cross over,0,Tự động,Mới,Điện,486000000
2025-10-11,2015,Việt Nam,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",Hatchback,90000,Tự động,Đã sử dụng,Xăng,270000000
2025-10-11,2015,Việt Nam,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Unknown,12,Tự động,Đã sử dụng,Xăng,345000000
2025-10-11,2016,Hàn Quốc,"Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",Sedan,120000,Tự động,Đã sử dụng,Xăng,295000000
2025-10-11,2008,Việt Nam,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Minivan (MPV),12,Tự động,Đã sử dụng,Xăng,188000000
2025-10-11,2008,Việt Nam,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Unknown,22,Số sàn,Đã sử dụng,Xăng,168000000
2025-10-11,2021,Việt Nam,"Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",Pick-up (bán tải),50000,Tự động,Đã sử dụng,Dầu,685000000
2025-10-11,2009,Hàn Quốc,"Đào Xá , Xã Hoàng Long, Huyện Phú Xuyên, Hà Nội",Hatchback,20000,Số sàn,Đã sử dụng,Xăng,9500000
2025-10-11,2009,Mỹ,"Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Xăng,385000000
2025-10-11,2019,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,41000,Tự động,Đã sử dụng,Xăng,868000000
2025-10-11,2021,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,41000,Tự động,Đã sử dụng,Xăng,492000000
2025-10-11,2022,Việt Nam,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Minivan (MPV),70000,Tự động,Đã sử dụng,Động cơ Hybrid,980000000
2025-10-11,2019,Thái Lan,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",SUV / Cross over,111000,Tự động,Đã sử dụng,Xăng,659000000
2025-10-11,2018,Đang cập nhật,"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hatchback,85000,Tự động,Đã sử dụng,Xăng,385000000
2025-10-11,2019,Việt Nam,"Phường Long Biên, Quận Long Biên, Hà Nội",SUV / Cross over,67000,Tự động,Đã sử dụng,Xăng,395000000
2025-10-11,2002,Đang cập nhật,"Xã Minh Trí, Huyện Sóc Sơn, Hà Nội",SUV / Cross over,200000,Tự động,Đã sử dụng,Xăng,65000000
2025-10-11,2013,Thái Lan,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,85000,Tự động,Đã sử dụng,Xăng,395000000
2025-10-11,2014,Hàn Quốc,"Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,395000000
2025-10-11,2017,Đang cập nhật,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Unknown,12000,Tự động,Đã sử dụng,Xăng,190000000
2025-10-11,2016,Việt Nam,"Phường Long Biên, Quận Long Biên, Hà Nội",SUV / Cross over,95000,Tự động,Đã sử dụng,Xăng,310000000
2025-10-11,2016,Việt Nam,"Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",SUV / Cross over,95000,Tự động,Đã sử dụng,Dầu,445000000
2025-10-11,2011,Việt Nam,"Phường Phúc Xá, Quận Ba Đình, Hà Nội",Unknown,123000,Số sàn,Đã sử dụng,Xăng,83000000
2025-10-11,2009,Việt Nam,"Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",Sedan,90000,Số sàn,Đã sử dụng,Xăng,210000000
2025-10-11,2025,Trung Quốc,"45 Võ Chí Công, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,499000000
2025-10-11,2025,Thái Lan,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",SUV / Cross over,9999,Tự động,Đã sử dụng,Dầu,1588000000
2025-10-11,2025,Việt Nam,"Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",SUV / Cross over,6000,Tự động,Đã sử dụng,Xăng,930000000
2025-10-11,2017,Việt Nam,"Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",Sedan,60000,Số sàn,Đã sử dụng,Xăng,280000000
2025-10-11,2011,Việt Nam,"Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Sedan,110000,Tự động,Đã sử dụng,Xăng,282000000
2025-10-11,2023,Nước khác,"Xã Uy Nỗ, Huyện Đông Anh, Hà Nội",SUV / Cross over,40000,Tự động,Đã sử dụng,Xăng,545000000
2025-10-11,2020,Việt Nam,", Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,695000000
2025-10-11,2010,Việt Nam,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Sedan,150000,Tự động,Đã sử dụng,Xăng,268000000
2025-10-11,2009,Hàn Quốc,"Xã Đông Hội, Huyện Đông Anh, Hà Nội",Hatchback,105863,Số sàn,Đã sử dụng,Xăng,135000000
2025-10-11,2015,Việt Nam,"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Dầu,445000000
2025-10-11,2015,Việt Nam,"Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,265000000
2025-10-11,2009,Hàn Quốc,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Sedan,15000,Tự động,Đã sử dụng,Xăng,195000000
2025-10-11,2015,Nước khác,"Xã Đông Hội, Huyện Đông Anh, Hà Nội",Hatchback,85632,Tự động,Đã sử dụng,Xăng,285000000
2025-10-11,2019,Thái Lan,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Hatchback,78123,Tự động,Đã sử dụng,Xăng,418000000
2025-10-11,2015,Việt Nam,"Phường Dương Nội, Quận Hà Đông, Hà Nội",SUV / Cross over,15000,Số sàn,Đã sử dụng,Xăng,215000000
2025-10-11,2010,Nhật Bản,"Xã Đông Hội, Huyện Đông Anh, Hà Nội",Sedan,158632,Tự động,Đã sử dụng,Xăng,665000000
2025-10-11,2013,Việt Nam,"Phường Dương Nội, Quận Hà Đông, Hà Nội",SUV / Cross over,15000,Số sàn,Đã sử dụng,Xăng,248000000
2025-10-11,2020,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Sedan,39000,Tự động,Đã sử dụng,Xăng,485000000
2025-10-11,2013,Nước khác,"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",SUV / Cross over,13000,Tự động,Đã sử dụng,Xăng,400000000
2025-10-11,2024,Việt Nam,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,46528,Tự động,Đã sử dụng,Điện,809000000
2025-10-11,2010,Việt Nam,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Pick-up (bán tải),15000,Số sàn,Đã sử dụng,Dầu,368000000
2025-10-11,2007,Đang cập nhật,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Unknown,136000,Tự động,Đã sử dụng,Xăng,150000000
2025-10-11,2015,Việt Nam,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,10,Tự động,Đã sử dụng,Xăng,498000000
2025-10-11,2016,Thái Lan,"Phường Quang Trung, Quận Hà Đông, Hà Nội",Hatchback,65000,Tự động,Đã sử dụng,Xăng,385000000
2025-10-11,2022,Việt Nam,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,49703,Tự động,Đã sử dụng,Điện,704000000
2025-10-11,2012,Việt Nam,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Minivan (MPV),150000,Số sàn,Đã sử dụng,Xăng,215000000
2025-10-11,2017,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Sedan,56000,Tự động,Đã sử dụng,Xăng,396000000
2025-10-11,2022,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,535000000
2025-10-11,2021,Việt Nam,"chung cư usilk, Phường La Khê, Quận Hà Đông, Hà Nội",SUV / Cross over,33500,Tự động,Đã sử dụng,Dầu,985000000
2025-10-11,2007,Việt Nam,"Phường Trung Sơn Trầm, Thị xã Sơn Tây, Hà Nội",SUV / Cross over,19000,Số sàn,Đã sử dụng,Xăng,69000000
2025-10-10,2007,Việt Nam,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hatchback,160000,Số sàn,Đã sử dụng,Xăng,33000000
2025-10-10,2025,Việt Nam,"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Unknown,0,Tự động,Mới,Điện,260000000
2025-10-10,2020,Việt Nam,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Sedan,40000,Tự động,Đã sử dụng,Xăng,408000000
2025-10-10,2010,Hàn Quốc,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Sedan,170000,Tự động,Đã sử dụng,Xăng,158000000
2025-10-10,2021,Việt Nam,"Phố Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Sedan,49999,Tự động,Đã sử dụng,Xăng,489000000
2025-10-10,2020,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,63000,Tự động,Đã sử dụng,Xăng,488000000
2025-10-10,2017,Việt Nam,"Phường Việt Hưng, Quận Long Biên, Hà Nội",Sedan,94326,Tự động,Đã sử dụng,Xăng,335000000
2025-10-10,2007,Việt Nam,"Xã Mai Đình, Huyện Sóc Sơn, Hà Nội",Sedan,198200,Số sàn,Đã sử dụng,Xăng,168000000
2025-10-10,2016,Thái Lan,"Phường Việt Hưng, Quận Long Biên, Hà Nội",Pick-up (bán tải),130123,Tự động,Đã sử dụng,Dầu,458000000
2025-10-10,2016,Thái Lan,"Phường Việt Hưng, Quận Long Biên, Hà Nội",Pick-up (bán tải),122428,Tự động,Đã sử dụng,Dầu,459000000
2025-10-10,2022,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,62000,Tự động,Đã sử dụng,Xăng,419000000
2025-10-10,2016,Thái Lan,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,79000,Tự động,Đã sử dụng,Xăng,265000000
2025-10-10,2014,Việt Nam,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Hatchback,98000,Tự động,Đã sử dụng,Xăng,240000000
2025-10-10,2018,Thái Lan,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Pick-up (bán tải),79000,Tự động,Đã sử dụng,Dầu,415000000
2025-10-10,2024,Việt Nam,"Phường Sơn Lộc, Thị xã Sơn Tây, Hà Nội",SUV / Cross over,15000,Tự động,Đã sử dụng,Xăng,615000000
2025-10-10,2010,Hàn Quốc,"Phường Long Biên, Quận Long Biên, Hà Nội",Hatchback,110000,Tự động,Đã sử dụng,Xăng,165000000
2025-10-10,2024,Việt Nam,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",SUV / Cross over,19000,Tự động,Đã sử dụng,Xăng,795000000
2025-10-10,2021,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,50000,Tự động,Đã sử dụng,Xăng,485000000
2025-10-10,2009,Hàn Quốc,"Phường Trung Sơn Trầm, Thị xã Sơn Tây, Hà Nội",Hatchback,2855,Tự động,Đã sử dụng,Xăng,88000000
2025-10-10,2010,Việt Nam,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Sedan,90000,Tự động,Đã sử dụng,Xăng,288000000
2025-10-10,2019,Việt Nam,"Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Hatchback,60000,Tự động,Đã sử dụng,Xăng,305000000
2025-10-10,2021,Nước khác,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Minivan (MPV),108985,Tự động,Đã sử dụng,Xăng,468000000
2025-10-10,2018,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,80000,Tự động,Đã sử dụng,Xăng,1950000000
2025-10-10,2020,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Dầu,645000000
2025-10-10,2021,Việt Nam,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Sedan,26000,Tự động,Đã sử dụng,Xăng,430000000
2025-10-10,2017,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,85000,Tự động,Đã sử dụng,Dầu,560000000
2025-10-10,2016,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,80000,Tự động,Đã sử dụng,Xăng,468000000
2025-10-10,2020,Đang cập nhật,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Pick-up (bán tải),60000,Tự động,Đã sử dụng,Dầu,535000000
2025-10-10,2024,Thái Lan,", Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,35000,Tự động,Đã sử dụng,Động cơ Hybrid,1152000000
2025-10-10,2009,Việt Nam,"Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",SUV / Cross over,150000,Tự động,Đã sử dụng,Xăng,270000000
2025-10-10,2021,Thái Lan,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Pick-up (bán tải),90000,Tự động,Đã sử dụng,Dầu,680000000
2025-10-10,2024,Việt Nam,", Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,8000,Tự động,Đã sử dụng,Xăng,620000000
2025-10-10,2020,Việt Nam,"Phường Láng Thượng, Quận Đống Đa, Hà Nội",SUV / Cross over,80000,Tự động,Đã sử dụng,Xăng,596000000
2025-10-10,2016,Đang cập nhật,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,10000,Tự động,Đã sử dụng,Xăng,450000000
2025-10-10,2017,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Minivan (MPV),12000,Số sàn,Đã sử dụng,Xăng,380000000
2025-10-10,2020,Thái Lan,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Pick-up (bán tải),83000,Tự động,Đã sử dụng,Dầu,505000000
2025-10-10,2014,Đang cập nhật,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",SUV / Cross over,130000,Tự động,Đã sử dụng,Xăng,415000000
2025-10-10,2020,Việt Nam,"Phường Láng Thượng, Quận Đống Đa, Hà Nội",Sedan,70000,Tự động,Đã sử dụng,Xăng,786000000
2025-10-10,2012,Nhật Bản,"Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",Sedan,140000,Tự động,Đã sử dụng,Xăng,250000000
2025-10-10,2024,Việt Nam,"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Minivan (MPV),20000,Tự động,Đã sử dụng,Dầu,1399000000
2025-10-10,2025,Việt Nam,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",SUV / Cross over,5000,Tự động,Đã sử dụng,Xăng,859000000
2025-10-10,2022,Việt Nam,", Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,50000,Tự động,Đã sử dụng,Xăng,625000000
2025-10-10,2017,Việt Nam,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Sedan,110000,Tự động,Đã sử dụng,Xăng,355000000
2025-10-10,2020,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Sedan,84000,Tự động,Đã sử dụng,Xăng,505000000
2025-10-10,2024,Việt Nam,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Minivan (MPV),1000,Tự động,Đã sử dụng,Xăng,645000000
2025-10-10,2022,Việt Nam,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Unknown,60000,Tự động,Đã sử dụng,Điện,420000000
2025-10-10,2016,Việt Nam,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Pick-up (bán tải),160000,Tự động,Đã sử dụng,Xăng,485000000
2025-10-10,2022,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,32000,Tự động,Đã sử dụng,Xăng,545000000
2025-10-10,2003,Nhật Bản,"Phường Cống Vị, Quận Ba Đình, Hà Nội",Unknown,20000,Tự động,Đã sử dụng,Xăng,170000000
2025-10-10,2021,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,15000,Tự động,Đã sử dụng,Động cơ Hybrid,2885000000
2025-10-10,2015,Đang cập nhật,", Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,110000,Tự động,Đã sử dụng,Dầu,490000000
2025-10-10,2017,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,73000,Tự động,Đã sử dụng,Xăng,538000000
2025-10-10,2019,Thái Lan,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,80000,Tự động,Đã sử dụng,Xăng,689000000
2025-10-10,2003,Nhật Bản,"Phường Quang Trung, Quận Đống Đa, Hà Nội",Minivan (MPV),18000,Số sàn,Đã sử dụng,Xăng,35000000
2025-10-10,2017,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,80000,Tự động,Đã sử dụng,Xăng,355000000
2025-10-10,2024,Việt Nam,"Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",SUV / Cross over,9000,Tự động,Đã sử dụng,Điện,228000000
2025-10-10,2024,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,26000,Tự động,Đã sử dụng,Xăng,498000000
2025-10-10,2010,Hàn Quốc,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Sedan,245000,Tự động,Đã sử dụng,Xăng,137000000
2025-10-10,2014,Đang cập nhật,", Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Sedan,90000,Tự động,Đã sử dụng,Xăng,290000000
2025-10-10,2024,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Minivan (MPV),989,Tự động,Đã sử dụng,Xăng,639000000
2025-10-10,2018,Việt Nam,"Phường Xuân La, Quận Tây Hồ, Hà Nội",SUV / Cross over,92000,Tự động,Đã sử dụng,Xăng,515000000
2025-10-10,2017,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Xăng,565000000
2025-10-10,2022,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,70000,Tự động,Đã sử dụng,Xăng,880000000
2025-10-10,2017,Việt Nam,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,495000000
2025-10-10,2023,Nước khác,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,13000,Tự động,Đã sử dụng,Xăng,575000000
2025-10-10,2017,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Minivan (MPV),130000,Số sàn,Đã sử dụng,Xăng,555000000
2025-10-10,2015,Nhật Bản,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,250000,Tự động,Đã sử dụng,Xăng,970000000
2025-10-10,2021,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,54000,Tự động,Đã sử dụng,Xăng,925000000
2025-10-10,2011,Ấn Độ,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hatchback,100000,Tự động,Đã sử dụng,Xăng,214000000
2025-10-10,2011,Đức,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,178000,Tự động,Đã sử dụng,Xăng,425000000
2025-10-10,2023,Thái Lan,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Pick-up (bán tải),17000,Tự động,Đã sử dụng,Dầu,775000000
2025-10-10,2019,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Van,160000,Số sàn,Đã sử dụng,Dầu,415000000
2025-10-10,2010,Việt Nam,"Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",Sedan,162020,Tự động,Đã sử dụng,Xăng,228000000
2025-10-10,2024,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,8000,Tự động,Đã sử dụng,Xăng,620000000
2025-10-10,2014,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Sedan,82000,Tự động,Đã sử dụng,Xăng,325000000
2025-10-10,2009,Việt Nam,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",SUV / Cross over,25000,Số sàn,Đã sử dụng,Dầu,340000000
2025-10-10,2021,Nước khác,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,40000,Tự động,Đã sử dụng,Xăng,1585000000
2025-10-10,2016,Việt Nam,"Số 15 Nguyễn Văn Cừ, Long Biên, Hà Nội, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Sedan,1,Tự động,Đã sử dụng,Xăng,655000000
2025-10-10,2020,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,650000000
2025-10-10,2017,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,89000,Tự động,Đã sử dụng,Xăng,495000000
2025-10-10,2021,Việt Nam,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",Unknown,60000,Số sàn,Đã sử dụng,Dầu,960000000
2025-10-10,2023,Đang cập nhật,"8 bùi xuân phái, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,18000,Tự động,Đã sử dụng,Xăng,885000000
2025-10-10,2024,Đang cập nhật,"Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",SUV / Cross over,15000,Tự động,Đã sử dụng,Điện,225000000
2025-10-10,2022,Thái Lan,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,675000000
2025-10-10,2017,Việt Nam,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",Van,19000,Số sàn,Đã sử dụng,Dầu,385000000
2025-10-10,2019,Việt Nam,"Phường Kim Mã, Quận Ba Đình, Hà Nội",SUV / Cross over,99000,Tự động,Đã sử dụng,Xăng,599000000
2025-10-10,2022,Việt Nam,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,40000,Tự động,Đã sử dụng,Xăng,666000000
2025-10-10,2020,Nước khác,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Minivan (MPV),63000,Tự động,Đã sử dụng,Xăng,472000000
2025-10-10,2016,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,37000,Tự động,Đã sử dụng,Xăng,438000000
2025-10-10,2022,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Sedan,60000,Tự động,Đã sử dụng,Xăng,410000000
2025-10-10,2021,Nước khác,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Minivan (MPV),44000,Tự động,Đã sử dụng,Xăng,493000000
2025-10-10,2020,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Sedan,70000,Tự động,Đã sử dụng,Xăng,399000000
2025-10-10,2020,Việt Nam,"xóm 5 long phú hoà thạch Quốc oai Hà nội, Xã Hòa Thạch, Huyện Quốc Oai, Hà Nội",Hatchback,63000,Tự động,Đã sử dụng,Xăng,300000000
2025-10-10,2014,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Minivan (MPV),25000,Số sàn,Đã sử dụng,Dầu,280000000
2025-10-10,2017,Việt Nam,"Số 15 Nguyễn Văn Cừ - Long Biên - Hà Nội, Phường Bồ Đề, Quận Long Biên, Hà Nội",Sedan,0,Tự động,Đã sử dụng,Xăng,629000000
2025-10-10,2022,Việt Nam,"Phường Gia Thụy, Quận Long Biên, Hà Nội",Van,110000,Số sàn,Đã sử dụng,Dầu,830000000
